date,deepSleepTime,shallowSleepTime,wakeTime,startDateTime,stopDateTime,start,stop
10/2/2022,81,249,0,###############################################################################################################################################################################################################################################################,1644483480,2022-02-10 02:41:00,2022-02-10 08:58:00
9/2/2022,90,339,3,###############################################################################################################################################################################################################################################################,1644401340,2022-02-09 02:03:00,2022-02-09 10:09:00
8/2/2022,79,364,0,2022-02-08 00:35:00+0000,2022-02-08 09:04:00+0000,2022-02-08 00:35:00,2022-02-08 09:04:00
7/2/2022,68,246,0,2022-02-07 03:05:00+0000,2022-02-07 09:16:00+0000,2022-02-07 03:05:00,2022-02-07 09:16:00
6/2/2022,84,320,0,2022-02-06 01:32:00+0000,2022-02-06 09:20:00+0000,2022-02-06 01:32:00,2022-02-06 09:20:00
5/2/2022,71,270,0,2022-02-04 23:42:00+0000,2022-02-05 06:29:00+0000,2022-02-04 23:42:00,2022-02-05 06:29:00
4/2/2022,78,283,0,2022-02-03 23:56:00+0000,2022-02-04 06:37:00+0000,2022-02-03 23:56:00,2022-02-04 06:37:00
3/2/2022,84,248,0,2022-02-02 21:17:00+0000,2022-02-03 04:52:00+0000,2022-02-02 21:17:00,2022-02-03 04:52:00
2/2/2022,84,255,0,2022-02-01 23:08:00+0000,2022-02-02 06:16:00+0000,2022-02-01 23:08:00,2022-02-02 06:16:00
1/2/2022,112,356,0,2022-01-31 19:54:00+0000,2022-02-01 04:43:00+0000,2022-01-31 19:54:00,2022-02-01 04:43:00
31/01/2022,121,287,30,2022-01-30 18:16:00+0000,2022-01-31 03:47:00+0000,2022-01-30 18:16:00,2022-01-31 03:47:00
30/01/2022,84,268,1,2022-01-29 18:00:00+0000,2022-01-30 01:01:00+0000,2022-01-29 18:00:00,2022-01-30 01:01:00
29/01/2022,47,252,0,2022-01-28 18:35:00+0000,2022-01-29 00:24:00+0000,2022-01-28 18:35:00,2022-01-29 00:24:00
28/01/2022,0,21,0,2022-01-28 01:27:00+0000,2022-01-28 01:48:00+0000,2022-01-28 01:27:00,2022-01-28 01:48:00
27/01/2022,32,115,0,2022-01-26 20:49:00+0000,2022-01-26 23:57:00+0000,2022-01-26 20:49:00,2022-01-26 23:57:00
26/01/2022,0,0,0,2022-01-24 23:00:00+0000,2022-01-24 23:00:00+0000,2022-01-24 23:00:00,2022-01-24 23:00:00
25/01/2022,133,436,604,2022-01-24 18:00:00+0000,2022-01-25 15:42:00+0000,2022-01-24 18:00:00,2022-01-25 15:42:00
24/01/2022,0,0,0,2022-01-22 23:00:00+0000,2022-01-22 23:00:00+0000,2022-01-22 23:00:00,2022-01-22 23:00:00
23/01/2022,127,384,7,2022-01-23 06:42:00+0000,2022-01-23 16:39:00+0000,2022-01-23 06:42:00,2022-01-23 16:39:00
22/01/2022,0,0,0,2022-01-20 23:00:00+0000,2022-01-20 23:00:00+0000,2022-01-20 23:00:00,2022-01-20 23:00:00
21/01/2022,169,595,40,2022-01-20 19:31:00+0000,2022-01-21 11:46:00+0000,2022-01-20 19:31:00,2022-01-21 11:46:00
20/01/2022,0,0,0,2022-01-18 23:00:00+0000,2022-01-18 23:00:00+0000,2022-01-18 23:00:00,2022-01-18 23:00:00
19/01/2022,103,253,28,2022-01-19 04:52:00+0000,2022-01-19 12:43:00+0000,2022-01-19 04:52:00,2022-01-19 12:43:00
18/01/2022,99,267,40,2022-01-18 04:36:00+0000,2022-01-18 12:29:00+0000,2022-01-18 04:36:00,2022-01-18 12:29:00
17/01/2022,4,70,242,2022-01-17 01:06:00+0000,2022-01-17 08:21:00+0000,2022-01-17 01:06:00,2022-01-17 08:21:00
16/01/2022,111,296,442,2022-01-15 20:06:00+0000,2022-01-16 12:33:00+0000,2022-01-15 20:06:00,2022-01-16 12:33:00
15/01/2022,60,367,12,2022-01-15 02:36:00+0000,2022-01-15 11:13:00+0000,2022-01-15 02:36:00,2022-01-15 11:13:00
14/01/2022,79,199,0,2022-01-14 04:44:00+0000,2022-01-14 10:15:00+0000,2022-01-14 04:44:00,2022-01-14 10:15:00
13/01/2022,103,300,17,2022-01-13 01:19:00+0000,2022-01-13 10:04:00+0000,2022-01-13 01:19:00,2022-01-13 10:04:00
12/1/2022,81,288,6,2022-01-12 00:35:00+0000,2022-01-12 08:14:00+0000,2022-01-12 00:35:00,2022-01-12 08:14:00
11/1/2022,0,22,0,2022-01-11 02:34:00+0000,2022-01-11 02:56:00+0000,2022-01-11 02:34:00,2022-01-11 02:56:00
10/1/2022,80,245,0,2022-01-10 02:05:00+0000,2022-01-10 08:09:00+0000,2022-01-10 02:05:00,2022-01-10 08:09:00
9/1/2022,52,333,0,2022-01-09 01:09:00+0000,2022-01-09 08:48:00+0000,2022-01-09 01:09:00,2022-01-09 08:48:00
8/1/2022,80,325,0,2022-01-08 00:54:00+0000,2022-01-08 08:30:00+0000,2022-01-08 00:54:00,2022-01-08 08:30:00
7/1/2022,71,265,0,2022-01-07 01:37:00+0000,2022-01-07 07:49:00+0000,2022-01-07 01:37:00,2022-01-07 07:49:00
6/1/2022,145,397,11,2022-01-05 21:29:00+0000,2022-01-06 09:22:00+0000,2022-01-05 21:29:00,2022-01-06 09:22:00
5/1/2022,57,205,55,2022-01-05 01:45:00+0000,2022-01-05 08:49:00+0000,2022-01-05 01:45:00,2022-01-05 08:49:00
4/1/2022,69,490,4,2022-01-04 00:04:00+0000,2022-01-04 10:43:00+0000,2022-01-04 00:04:00,2022-01-04 10:43:00
3/1/2022,63,312,4,2022-01-02 23:57:00+0000,2022-01-03 07:00:00+0000,2022-01-02 23:57:00,2022-01-03 07:00:00
2/1/2022,71,198,0,2022-01-01 22:51:00+0000,2022-01-02 04:16:00+0000,2022-01-01 22:51:00,2022-01-02 04:16:00
1/1/2022,87,271,0,2022-01-01 01:28:00+0000,2022-01-01 09:09:00+0000,2022-01-01 01:28:00,2022-01-01 09:09:00
31/12/2021,131,413,3,2021-12-30 22:27:00+0000,2021-12-31 09:00:00+0000,2021-12-30 22:27:00,2021-12-31 09:00:00
30/12/2021,136,467,0,2021-12-29 19:51:00+0000,2021-12-30 07:17:00+0000,2021-12-29 19:51:00,2021-12-30 07:17:00
29/12/2021,0,52,0,2021-12-29 05:36:00+0000,2021-12-29 06:28:00+0000,2021-12-29 05:36:00,2021-12-29 06:28:00
28/12/2021,93,242,1,2021-12-28 02:15:00+0000,2021-12-28 09:08:00+0000,2021-12-28 02:15:00,2021-12-28 09:08:00
27/12/2021,121,222,0,2021-12-27 01:44:00+0000,2021-12-27 08:58:00+0000,2021-12-27 01:44:00,2021-12-27 08:58:00
26/12/2021,89,288,0,2021-12-26 01:45:00+0000,2021-12-26 10:03:00+0000,2021-12-26 01:45:00,2021-12-26 10:03:00
25/12/2021,74,267,0,2021-12-25 04:06:00+0000,2021-12-25 11:04:00+0000,2021-12-25 04:06:00,2021-12-25 11:04:00
24/12/2021,83,341,33,2021-12-24 01:04:00+0000,2021-12-24 09:33:00+0000,2021-12-24 01:04:00,2021-12-24 09:33:00
23/12/2021,103,204,58,2021-12-23 00:24:00+0000,2021-12-23 08:44:00+0000,2021-12-23 00:24:00,2021-12-23 08:44:00
22/12/2021,88,265,0,2021-12-21 23:20:00+0000,2021-12-22 06:46:00+0000,2021-12-21 23:20:00,2021-12-22 06:46:00
21/12/2021,103,450,6,2021-12-20 20:08:00+0000,2021-12-21 06:49:00+0000,2021-12-20 20:08:00,2021-12-21 06:49:00
20/12/2021,42,331,4,2021-12-19 22:46:00+0000,2021-12-20 05:35:00+0000,2021-12-19 22:46:00,2021-12-20 05:35:00
19/12/2021,71,161,0,2021-12-18 22:35:00+0000,2021-12-19 03:55:00+0000,2021-12-18 22:35:00,2021-12-19 03:55:00
18/12/2021,149,399,10,2021-12-17 18:40:00+0000,2021-12-18 07:31:00+0000,2021-12-17 18:40:00,2021-12-18 07:31:00
17/12/2021,59,205,4,2021-12-16 22:26:00+0000,2021-12-17 03:21:00+0000,2021-12-16 22:26:00,2021-12-17 03:21:00
16/12/2021,14,179,190,2021-12-15 18:00:00+0000,2021-12-16 04:24:00+0000,2021-12-15 18:00:00,2021-12-16 04:24:00
15/12/2021,24,131,0,2021-12-14 18:00:00+0000,2021-12-14 21:02:00+0000,2021-12-14 18:00:00,2021-12-14 21:02:00
14/12/2021,0,0,0,2021-12-12 23:00:00+0000,2021-12-12 23:00:00+0000,2021-12-12 23:00:00,2021-12-12 23:00:00
13/12/2021,57,209,0,2021-12-12 18:00:00+0000,2021-12-12 23:09:00+0000,2021-12-12 18:00:00,2021-12-12 23:09:00
12/12/2021,0,0,0,2021-12-10 23:00:00+0000,2021-12-10 23:00:00+0000,2021-12-10 23:00:00,2021-12-10 23:00:00
11/12/2021,64,424,218,2021-12-10 21:45:00+0000,2021-12-11 14:05:00+0000,2021-12-10 21:45:00,2021-12-11 14:05:00
10/12/2021,50,175,10,2021-12-10 06:57:00+0000,2021-12-10 11:29:00+0000,2021-12-10 06:57:00,2021-12-10 11:29:00
9/12/2021,69,190,56,2021-12-09 06:47:00+0000,2021-12-09 12:50:00+0000,2021-12-09 06:47:00,2021-12-09 12:50:00
8/12/2021,0,0,0,2021-12-06 23:00:00+0000,2021-12-06 23:00:00+0000,2021-12-06 23:00:00,2021-12-06 23:00:00
7/12/2021,54,179,29,2021-12-07 03:56:00+0000,2021-12-07 08:48:00+0000,2021-12-07 03:56:00,2021-12-07 08:48:00
6/12/2021,84,298,11,2021-12-06 03:49:00+0000,2021-12-06 11:31:00+0000,2021-12-06 03:49:00,2021-12-06 11:31:00
5/12/2021,0,0,0,2021-12-03 23:00:00+0000,2021-12-03 23:00:00+0000,2021-12-03 23:00:00,2021-12-03 23:00:00
4/12/2021,66,226,13,2021-12-04 03:13:00+0000,2021-12-04 09:02:00+0000,2021-12-04 03:13:00,2021-12-04 09:02:00
3/12/2021,73,233,3,2021-12-03 00:38:00+0000,2021-12-03 06:57:00+0000,2021-12-03 00:38:00,2021-12-03 06:57:00
2/12/2021,54,163,51,2021-12-02 05:59:00+0000,2021-12-02 11:26:00+0000,2021-12-02 05:59:00,2021-12-02 11:26:00
1/12/2021,72,418,46,2021-12-01 00:45:00+0000,2021-12-01 11:13:00+0000,2021-12-01 00:45:00,2021-12-01 11:13:00
30/11/2021,0,0,0,2021-11-28 23:00:00+0000,2021-11-28 23:00:00+0000,2021-11-28 23:00:00,2021-11-28 23:00:00
29/11/2021,52,328,17,2021-11-29 03:32:00+0000,2021-11-29 11:15:00+0000,2021-11-29 03:32:00,2021-11-29 11:15:00
28/11/2021,112,363,1,2021-11-28 02:52:00+0000,2021-11-28 13:26:00+0000,2021-11-28 02:52:00,2021-11-28 13:26:00
27/11/2021,75,204,51,2021-11-27 03:36:00+0000,2021-11-27 10:05:00+0000,2021-11-27 03:36:00,2021-11-27 10:05:00
26/11/2021,81,253,12,2021-11-26 03:03:00+0000,2021-11-26 10:08:00+0000,2021-11-26 03:03:00,2021-11-26 10:08:00
25/11/2021,79,207,41,2021-11-25 02:47:00+0000,2021-11-25 09:14:00+0000,2021-11-25 02:47:00,2021-11-25 09:14:00
24/11/2021,97,247,1,2021-11-24 02:48:00+0000,2021-11-24 09:56:00+0000,2021-11-24 02:48:00,2021-11-24 09:56:00
23/11/2021,80,282,0,2021-11-23 01:30:00+0000,2021-11-23 08:18:00+0000,2021-11-23 01:30:00,2021-11-23 08:18:00
22/11/2021,86,254,0,2021-11-22 01:54:00+0000,2021-11-22 08:32:00+0000,2021-11-22 01:54:00,2021-11-22 08:32:00
21/11/2021,78,314,1,2021-11-21 01:04:00+0000,2021-11-21 09:10:00+0000,2021-11-21 01:04:00,2021-11-21 09:10:00
20/11/2021,70,292,3,2021-11-20 01:13:00+0000,2021-11-20 08:57:00+0000,2021-11-20 01:13:00,2021-11-20 08:57:00
19/11/2021,52,202,0,2021-11-19 02:56:00+0000,2021-11-19 07:56:00+0000,2021-11-19 02:56:00,2021-11-19 07:56:00
18/11/2021,72,396,1,2021-11-17 21:36:00+0000,2021-11-18 06:55:00+0000,2021-11-17 21:36:00,2021-11-18 06:55:00
17/11/2021,87,233,0,2021-11-16 21:26:00+0000,2021-11-17 04:08:00+0000,2021-11-16 21:26:00,2021-11-17 04:08:00
16/11/2021,82,332,0,2021-11-15 23:14:00+0000,2021-11-16 07:08:00+0000,2021-11-15 23:14:00,2021-11-16 07:08:00
15/11/2021,72,289,0,2021-11-14 22:22:00+0000,2021-11-15 05:26:00+0000,2021-11-14 22:22:00,2021-11-15 05:26:00
14/11/2021,53,291,0,2021-11-13 22:08:00+0000,2021-11-14 04:46:00+0000,2021-11-13 22:08:00,2021-11-14 04:46:00
13/11/2021,57,317,0,2021-11-12 20:44:00+0000,2021-11-13 04:31:00+0000,2021-11-12 20:44:00,2021-11-13 04:31:00
12/11/2021,100,259,1,2021-11-11 18:47:00+0000,2021-11-12 02:10:00+0000,2021-11-11 18:47:00,2021-11-12 02:10:00
11/11/2021,0,0,0,2021-11-09 23:00:00+0000,2021-11-09 23:00:00+0000,2021-11-09 23:00:00,2021-11-09 23:00:00
10/11/2021,35,156,0,2021-11-09 18:00:00+0000,2021-11-09 21:31:00+0000,2021-11-09 18:00:00,2021-11-09 21:31:00
9/11/2021,0,0,0,2021-11-07 23:00:00+0000,2021-11-07 23:00:00+0000,2021-11-07 23:00:00,2021-11-07 23:00:00
8/11/2021,0,0,0,2021-11-06 23:00:00+0000,2021-11-06 23:00:00+0000,2021-11-06 23:00:00,2021-11-06 23:00:00
7/11/2021,12,243,302,2021-11-07 00:29:00+0000,2021-11-07 13:27:00+0000,2021-11-07 00:29:00,2021-11-07 13:27:00
6/11/2021,0,0,0,2021-11-04 23:00:00+0000,2021-11-04 23:00:00+0000,2021-11-04 23:00:00,2021-11-04 23:00:00
5/11/2021,82,260,41,2021-11-05 05:38:00+0000,2021-11-05 13:57:00+0000,2021-11-05 05:38:00,2021-11-05 13:57:00
4/11/2021,83,262,43,2021-11-04 03:43:00+0000,2021-11-04 11:30:00+0000,2021-11-04 03:43:00,2021-11-04 11:30:00
3/11/2021,75,263,37,2021-11-03 03:35:00+0000,2021-11-03 11:11:00+0000,2021-11-03 03:35:00,2021-11-03 11:11:00
2/11/2021,42,200,51,2021-11-02 06:08:00+0000,2021-11-02 11:58:00+0000,2021-11-02 06:08:00,2021-11-02 11:58:00
1/11/2021,65,234,51,2021-11-01 04:12:00+0000,2021-11-01 10:37:00+0000,2021-11-01 04:12:00,2021-11-01 10:37:00
31/10/2021,74,269,24,2021-10-31 02:42:00+0000,2021-10-31 10:05:00+0000,2021-10-31 02:42:00,2021-10-31 10:05:00
30/10/2021,74,231,1,2021-10-30 03:32:00+0000,2021-10-30 09:37:00+0000,2021-10-30 03:32:00,2021-10-30 09:37:00
29/10/2021,95,341,53,2021-10-29 01:32:00+0000,2021-10-29 11:13:00+0000,2021-10-29 01:32:00,2021-10-29 11:13:00
28/10/2021,87,270,0,2021-10-28 03:00:00+0000,2021-10-28 10:16:00+0000,2021-10-28 03:00:00,2021-10-28 10:16:00
27/10/2021,77,278,53,2021-10-27 02:41:00+0000,2021-10-27 10:38:00+0000,2021-10-27 02:41:00,2021-10-27 10:38:00
26/10/2021,73,236,32,2021-10-26 02:42:00+0000,2021-10-26 09:03:00+0000,2021-10-26 02:42:00,2021-10-26 09:03:00
25/10/2021,83,400,1,2021-10-25 01:35:00+0000,2021-10-25 10:39:00+0000,2021-10-25 01:35:00,2021-10-25 10:39:00
24/10/2021,75,243,17,2021-10-24 01:59:00+0000,2021-10-24 08:49:00+0000,2021-10-24 01:59:00,2021-10-24 08:49:00
23/10/2021,99,302,53,2021-10-23 03:39:00+0000,2021-10-23 11:43:00+0000,2021-10-23 03:39:00,2021-10-23 11:43:00
22/10/2021,98,320,4,2021-10-22 02:19:00+0000,2021-10-22 11:02:00+0000,2021-10-22 02:19:00,2021-10-22 11:02:00
21/10/2021,92,262,14,2021-10-21 01:14:00+0000,2021-10-21 08:31:00+0000,2021-10-21 01:14:00,2021-10-21 08:31:00
20/10/2021,55,282,0,2021-10-20 01:25:00+0000,2021-10-20 08:37:00+0000,2021-10-20 01:25:00,2021-10-20 08:37:00
19/10/2021,83,258,13,2021-10-19 03:00:00+0000,2021-10-19 10:18:00+0000,2021-10-19 03:00:00,2021-10-19 10:18:00
18/10/2021,57,264,46,2021-10-18 00:28:00+0000,2021-10-18 08:49:00+0000,2021-10-18 00:28:00,2021-10-18 08:49:00
17/10/2021,93,312,12,2021-10-17 01:22:00+0000,2021-10-17 09:19:00+0000,2021-10-17 01:22:00,2021-10-17 09:19:00
16/10/2021,135,349,1,2021-10-16 00:24:00+0000,2021-10-16 10:10:00+0000,2021-10-16 00:24:00,2021-10-16 10:10:00
15/10/2021,130,399,0,2021-10-14 18:53:00+0000,2021-10-15 05:44:00+0000,2021-10-14 18:53:00,2021-10-15 05:44:00
14/10/2021,34,159,0,2021-10-13 17:00:00+0000,2021-10-13 20:25:00+0000,2021-10-13 17:00:00,2021-10-13 20:25:00
13/10/2021,0,0,0,2021-10-11 22:00:00+0000,2021-10-11 22:00:00+0000,2021-10-11 22:00:00,2021-10-11 22:00:00
12/10/2021,58,342,24,2021-10-12 04:20:00+0000,2021-10-12 12:43:00+0000,2021-10-12 04:20:00,2021-10-12 12:43:00
11/10/2021,53,343,3,2021-10-11 04:16:00+0000,2021-10-11 13:01:00+0000,2021-10-11 04:16:00,2021-10-11 13:01:00
10/10/2021,93,389,371,2021-10-09 18:19:00+0000,2021-10-10 11:17:00+0000,2021-10-09 18:19:00,2021-10-10 11:17:00
9/10/2021,66,209,1,2021-10-08 23:43:00+0000,2021-10-09 05:13:00+0000,2021-10-08 23:43:00,2021-10-09 05:13:00
8/10/2021,74,306,0,2021-10-07 23:39:00+0000,2021-10-08 07:00:00+0000,2021-10-07 23:39:00,2021-10-08 07:00:00
7/10/2021,0,0,0,2021-10-05 22:00:00+0000,2021-10-05 22:00:00+0000,2021-10-05 22:00:00,2021-10-05 22:00:00
6/10/2021,0,0,0,2021-10-04 22:00:00+0000,2021-10-04 22:00:00+0000,2021-10-04 22:00:00,2021-10-04 22:00:00
5/10/2021,83,307,14,2021-10-05 05:12:00+0000,2021-10-05 13:25:00+0000,2021-10-05 05:12:00,2021-10-05 13:25:00
4/10/2021,0,0,0,2021-10-02 22:00:00+0000,2021-10-02 22:00:00+0000,2021-10-02 22:00:00,2021-10-02 22:00:00
3/10/2021,88,253,32,2021-10-03 04:10:00+0000,2021-10-03 11:09:00+0000,2021-10-03 04:10:00,2021-10-03 11:09:00
2/10/2021,52,288,46,2021-10-02 05:14:00+0000,2021-10-02 12:49:00+0000,2021-10-02 05:14:00,2021-10-02 12:49:00
1/10/2021,104,240,33,2021-10-01 02:40:00+0000,2021-10-01 10:46:00+0000,2021-10-01 02:40:00,2021-10-01 10:46:00
30/09/2021,100,269,7,2021-09-29 23:50:00+0000,2021-09-30 07:26:00+0000,2021-09-29 23:50:00,2021-09-30 07:26:00
29/09/2021,0,0,0,2021-09-27 22:00:00+0000,2021-09-27 22:00:00+0000,2021-09-27 22:00:00,2021-09-27 22:00:00
28/09/2021,105,324,1,2021-09-28 02:28:00+0000,2021-09-28 11:00:00+0000,2021-09-28 02:28:00,2021-09-28 11:00:00
27/09/2021,51,233,18,2021-09-27 05:02:00+0000,2021-09-27 10:53:00+0000,2021-09-27 05:02:00,2021-09-27 10:53:00
26/09/2021,79,276,24,2021-09-26 03:21:00+0000,2021-09-26 10:42:00+0000,2021-09-26 03:21:00,2021-09-26 10:42:00
25/09/2021,94,305,0,2021-09-25 02:35:00+0000,2021-09-25 10:09:00+0000,2021-09-25 02:35:00,2021-09-25 10:09:00
24/09/2021,70,251,5,2021-09-24 02:19:00+0000,2021-09-24 09:04:00+0000,2021-09-24 02:19:00,2021-09-24 09:04:00
23/09/2021,72,228,23,2021-09-23 02:10:00+0000,2021-09-23 08:26:00+0000,2021-09-23 02:10:00,2021-09-23 08:26:00
22/09/2021,61,216,7,2021-09-22 02:40:00+0000,2021-09-22 08:16:00+0000,2021-09-22 02:40:00,2021-09-22 08:16:00
21/09/2021,108,253,1,2021-09-21 00:26:00+0000,2021-09-21 08:03:00+0000,2021-09-21 00:26:00,2021-09-21 08:03:00
20/09/2021,120,319,5,2021-09-20 00:23:00+0000,2021-09-20 09:09:00+0000,2021-09-20 00:23:00,2021-09-20 09:09:00
19/09/2021,89,303,17,2021-09-19 01:15:00+0000,2021-09-19 09:00:00+0000,2021-09-19 01:15:00,2021-09-19 09:00:00
18/09/2021,117,251,1,2021-09-18 00:58:00+0000,2021-09-18 08:57:00+0000,2021-09-18 00:58:00,2021-09-18 08:57:00
17/09/2021,70,210,0,2021-09-17 02:38:00+0000,2021-09-17 08:06:00+0000,2021-09-17 02:38:00,2021-09-17 08:06:00
16/09/2021,69,265,146,2021-09-15 22:28:00+0000,2021-09-16 09:35:00+0000,2021-09-15 22:28:00,2021-09-16 09:35:00
15/09/2021,86,263,8,2021-09-14 23:37:00+0000,2021-09-15 07:03:00+0000,2021-09-14 23:37:00,2021-09-15 07:03:00
14/09/2021,130,393,0,2021-09-13 18:47:00+0000,2021-09-14 05:03:00+0000,2021-09-13 18:47:00,2021-09-14 05:03:00
13/09/2021,0,0,0,2021-09-11 22:00:00+0000,2021-09-11 22:00:00+0000,2021-09-11 22:00:00,2021-09-11 22:00:00
12/9/2021,76,331,21,2021-09-12 03:24:00+0000,2021-09-12 11:32:00+0000,2021-09-12 03:24:00,2021-09-12 11:32:00
11/9/2021,57,263,57,2021-09-11 03:31:00+0000,2021-09-11 10:34:00+0000,2021-09-11 03:31:00,2021-09-11 10:34:00
10/9/2021,132,294,80,2021-09-10 02:20:00+0000,2021-09-10 13:14:00+0000,2021-09-10 02:20:00,2021-09-10 13:14:00
9/9/2021,97,218,59,2021-09-09 03:19:00+0000,2021-09-09 10:56:00+0000,2021-09-09 03:19:00,2021-09-09 10:56:00
8/9/2021,0,0,0,2021-09-06 22:00:00+0000,2021-09-06 22:00:00+0000,2021-09-06 22:00:00,2021-09-06 22:00:00
7/9/2021,0,0,0,2021-09-05 22:00:00+0000,2021-09-05 22:00:00+0000,2021-09-05 22:00:00,2021-09-05 22:00:00
6/9/2021,111,343,3,2021-09-06 03:43:00+0000,2021-09-06 12:49:00+0000,2021-09-06 03:43:00,2021-09-06 12:49:00
5/9/2021,0,0,0,2021-09-03 22:00:00+0000,2021-09-03 22:00:00+0000,2021-09-03 22:00:00,2021-09-03 22:00:00
4/9/2021,98,275,0,2021-09-04 03:33:00+0000,2021-09-04 11:33:00+0000,2021-09-04 03:33:00,2021-09-04 11:33:00
3/9/2021,113,272,41,2021-09-03 02:21:00+0000,2021-09-03 10:52:00+0000,2021-09-03 02:21:00,2021-09-03 10:52:00
2/9/2021,100,296,51,2021-09-02 02:15:00+0000,2021-09-02 10:47:00+0000,2021-09-02 02:15:00,2021-09-02 10:47:00
1/9/2021,99,263,56,2021-09-01 01:44:00+0000,2021-09-01 10:12:00+0000,2021-09-01 01:44:00,2021-09-01 10:12:00
31/08/2021,44,167,2,2021-08-31 05:20:00+0000,2021-08-31 09:58:00+0000,2021-08-31 05:20:00,2021-08-31 09:58:00
30/08/2021,110,279,52,2021-08-30 02:05:00+0000,2021-08-30 11:34:00+0000,2021-08-30 02:05:00,2021-08-30 11:34:00
29/08/2021,0,0,0,2021-08-27 22:00:00+0000,2021-08-27 22:00:00+0000,2021-08-27 22:00:00,2021-08-27 22:00:00
28/08/2021,122,355,56,2021-08-28 01:02:00+0000,2021-08-28 11:59:00+0000,2021-08-28 01:02:00,2021-08-28 11:59:00
27/08/2021,64,189,33,2021-08-27 02:49:00+0000,2021-08-27 08:07:00+0000,2021-08-27 02:49:00,2021-08-27 08:07:00
26/08/2021,86,193,59,2021-08-26 03:56:00+0000,2021-08-26 10:35:00+0000,2021-08-26 03:56:00,2021-08-26 10:35:00
25/08/2021,78,281,11,2021-08-25 03:13:00+0000,2021-08-25 10:34:00+0000,2021-08-25 03:13:00,2021-08-25 10:34:00
24/08/2021,108,515,16,2021-08-23 20:52:00+0000,2021-08-24 08:52:00+0000,2021-08-23 20:52:00,2021-08-24 08:52:00
23/08/2021,0,0,0,2021-08-21 22:00:00+0000,2021-08-21 22:00:00+0000,2021-08-21 22:00:00,2021-08-21 22:00:00
22/08/2021,144,375,26,2021-08-22 03:41:00+0000,2021-08-22 14:52:00+0000,2021-08-22 03:41:00,2021-08-22 14:52:00
21/08/2021,0,0,0,2021-08-19 22:00:00+0000,2021-08-19 22:00:00+0000,2021-08-19 22:00:00,2021-08-19 22:00:00
20/08/2021,85,404,5,2021-08-20 03:02:00+0000,2021-08-20 12:59:00+0000,2021-08-20 03:02:00,2021-08-20 12:59:00
19/08/2021,69,190,31,2021-08-19 03:34:00+0000,2021-08-19 09:22:00+0000,2021-08-19 03:34:00,2021-08-19 09:22:00
18/08/2021,54,191,12,2021-08-18 04:03:00+0000,2021-08-18 08:57:00+0000,2021-08-18 04:03:00,2021-08-18 08:57:00
17/08/2021,78,360,14,2021-08-17 02:15:00+0000,2021-08-17 11:19:00+0000,2021-08-17 02:15:00,2021-08-17 11:19:00
16/08/2021,70,266,0,###############################################################################################################################################################################################################################################################,1629099120,2021-08-16 00:58:00,2021-08-16 07:32:00
15/08/2021,0,0,0,###############################################################################################################################################################################################################################################################,1628892000,2021-08-13 22:00:00,2021-08-13 22:00:00
14/08/2021,97,209,51,###############################################################################################################################################################################################################################################################,1628937780,2021-08-14 03:57:00,2021-08-14 10:43:00
13/08/2021,70,267,53,###############################################################################################################################################################################################################################################################,1628854020,2021-08-13 03:58:00,2021-08-13 11:27:00
12/8/2021,44,315,1,###############################################################################################################################################################################################################################################################,1628764020,2021-08-12 02:36:00,2021-08-12 10:27:00
11/8/2021,119,239,33,###############################################################################################################################################################################################################################################################,1628676720,2021-08-11 02:10:00,2021-08-11 10:12:00
10/8/2021,67,227,11,###############################################################################################################################################################################################################################################################,1628581200,2021-08-10 01:35:00,2021-08-10 07:40:00
9/8/2021,0,0,0,###############################################################################################################################################################################################################################################################,1628373600,2021-08-07 22:00:00,2021-08-07 22:00:00
8/8/2021,0,0,0,###############################################################################################################################################################################################################################################################,1628287200,2021-08-06 22:00:00,2021-08-06 22:00:00
7/8/2021,87,305,0,###############################################################################################################################################################################################################################################################,1628331240,2021-08-07 02:14:00,2021-08-07 10:14:00
6/8/2021,45,286,3,###############################################################################################################################################################################################################################################################,1628253960,2021-08-06 05:31:00,2021-08-06 12:46:00
5/8/2021,72,304,0,###############################################################################################################################################################################################################################################################,1628154000,2021-08-05 01:51:00,2021-08-05 09:00:00
4/8/2021,44,406,255,###############################################################################################################################################################################################################################################################,1628068980,2021-08-03 17:00:00,2021-08-04 09:23:00
3/8/2021,74,244,1,###############################################################################################################################################################################################################################################################,1627979340,2021-08-03 02:00:00,2021-08-03 08:29:00
2/8/2021,49,232,2,###############################################################################################################################################################################################################################################################,1627896600,2021-08-02 03:36:00,2021-08-02 09:30:00
1/8/2021,58,413,0,###############################################################################################################################################################################################################################################################,1627815600,2021-08-01 01:53:00,2021-08-01 11:00:00
31/07/2021,96,254,0,###############################################################################################################################################################################################################################################################,1627722720,2021-07-31 02:19:00,2021-07-31 09:12:00
30/07/2021,38,339,0,###############################################################################################################################################################################################################################################################,1627636260,2021-07-30 01:29:00,2021-07-30 09:11:00
29/07/2021,89,217,54,###############################################################################################################################################################################################################################################################,1627546260,2021-07-29 00:39:00,2021-07-29 08:11:00
28/07/2021,73,191,0,###############################################################################################################################################################################################################################################################,1627457220,2021-07-28 02:16:00,2021-07-28 07:27:00
27/07/2021,75,218,5,###############################################################################################################################################################################################################################################################,1627371000,2021-07-27 01:41:00,2021-07-27 07:30:00
