date,deepSleepTime,shallowSleepTime,wakeTime,startDateTime,stopDateTime,start,stop
30/10/2018,206,300,2,###############################################################################################################################################################################################################################################################,1540884600,2018-10-29 23:02:00,2018-10-30 07:30:00
29/10/2018,195,252,0,###############################################################################################################################################################################################################################################################,1540799880,2018-10-29 00:31:00,2018-10-29 07:58:00
28/10/2018,0,0,0,###############################################################################################################################################################################################################################################################,1540591200,2018-10-26 22:00:00,2018-10-26 22:00:00
27/10/2018,273,295,0,###############################################################################################################################################################################################################################################################,1540628520,2018-10-26 22:54:00,2018-10-27 08:22:00
26/10/2018,202,268,0,###############################################################################################################################################################################################################################################################,1540537200,2018-10-25 23:10:00,2018-10-26 07:00:00
25/10/2018,175,325,0,###############################################################################################################################################################################################################################################################,1540454520,2018-10-24 23:42:00,2018-10-25 08:02:00
24/10/2018,162,212,0,###############################################################################################################################################################################################################################################################,1540360560,2018-10-23 23:42:00,2018-10-24 05:56:00
23/10/2018,167,327,2,###############################################################################################################################################################################################################################################################,1540276980,2018-10-22 22:27:00,2018-10-23 06:43:00
22/10/2018,304,321,0,###############################################################################################################################################################################################################################################################,1540191180,2018-10-21 20:28:00,2018-10-22 06:53:00
21/10/2018,61,447,17,###############################################################################################################################################################################################################################################################,1540102500,2018-10-20 21:30:00,2018-10-21 06:15:00
20/10/2018,187,355,0,###############################################################################################################################################################################################################################################################,1540021980,2018-10-19 22:51:00,2018-10-20 07:53:00
19/10/2018,239,510,31,###############################################################################################################################################################################################################################################################,1539934680,2018-10-18 18:38:00,2018-10-19 07:38:00
18/10/2018,112,254,0,###############################################################################################################################################################################################################################################################,1539843660,2018-10-18 00:15:00,2018-10-18 06:21:00
17/10/2018,214,321,0,###############################################################################################################################################################################################################################################################,1539755100,2018-10-16 20:50:00,2018-10-17 05:45:00
16/10/2018,158,222,0,###############################################################################################################################################################################################################################################################,1539665880,2018-10-15 22:38:00,2018-10-16 04:58:00
15/10/2018,204,256,0,###############################################################################################################################################################################################################################################################,1539584400,2018-10-14 22:40:00,2018-10-15 06:20:00
14/10/2018,239,272,0,###############################################################################################################################################################################################################################################################,1539500220,2018-10-13 22:26:00,2018-10-14 06:57:00
13/10/2018,174,257,0,###############################################################################################################################################################################################################################################################,1539408720,2018-10-12 22:21:00,2018-10-13 05:32:00
12/10/2018,181,398,0,###############################################################################################################################################################################################################################################################,1539330240,2018-10-11 22:05:00,2018-10-12 07:44:00
11/10/2018,213,262,0,###############################################################################################################################################################################################################################################################,1539237060,2018-10-10 21:56:00,2018-10-11 05:51:00
10/10/2018,335,418,63,###############################################################################################################################################################################################################################################################,1539155340,2018-10-09 17:33:00,2018-10-10 07:09:00
9/10/2018,215,358,0,###############################################################################################################################################################################################################################################################,1539068340,2018-10-08 21:26:00,2018-10-09 06:59:00
8/10/2018,318,517,90,###############################################################################################################################################################################################################################################################,1538983500,2018-10-07 16:00:00,2018-10-08 07:25:00
7/10/2018,211,396,0,###############################################################################################################################################################################################################################################################,1538899380,2018-10-06 21:56:00,2018-10-07 08:03:00
6/10/2018,138,261,2,###############################################################################################################################################################################################################################################################,1538803140,2018-10-05 22:38:00,2018-10-06 05:19:00
5/10/2018,213,352,0,###############################################################################################################################################################################################################################################################,1538719140,2018-10-04 20:34:00,2018-10-05 05:59:00
4/10/2018,209,419,6,###############################################################################################################################################################################################################################################################,1538633700,2018-10-03 19:41:00,2018-10-04 06:15:00
3/10/2018,247,370,0,###############################################################################################################################################################################################################################################################,1538548080,2018-10-02 20:11:00,2018-10-03 06:28:00
2/10/2018,208,306,4,###############################################################################################################################################################################################################################################################,1538458740,2018-10-01 21:01:00,2018-10-02 05:39:00
1/10/2018,197,319,0,###############################################################################################################################################################################################################################################################,1538374500,2018-09-30 21:39:00,2018-10-01 06:15:00
30/09/2018,217,365,0,###############################################################################################################################################################################################################################################################,1538287200,2018-09-29 20:18:00,2018-09-30 06:00:00
29/09/2018,184,307,0,###############################################################################################################################################################################################################################################################,1538200800,2018-09-28 21:49:00,2018-09-29 06:00:00
28/09/2018,285,367,0,###############################################################################################################################################################################################################################################################,1538117340,2018-09-27 19:57:00,2018-09-28 06:49:00
27/09/2018,247,262,0,###############################################################################################################################################################################################################################################################,1538027400,2018-09-26 21:21:00,2018-09-27 05:50:00
26/09/2018,128,150,0,###############################################################################################################################################################################################################################################################,1537931100,2018-09-25 22:27:00,2018-09-26 03:05:00
25/09/2018,205,329,56,###############################################################################################################################################################################################################################################################,1537860060,2018-09-24 21:31:00,2018-09-25 07:21:00
24/09/2018,154,447,52,###############################################################################################################################################################################################################################################################,1537770720,2018-09-23 19:39:00,2018-09-24 06:32:00
23/09/2018,0,0,0,###############################################################################################################################################################################################################################################################,1537563600,2018-09-21 21:00:00,2018-09-21 21:00:00
22/09/2018,171,401,0,###############################################################################################################################################################################################################################################################,1537601520,2018-09-21 22:00:00,2018-09-22 07:32:00
21/09/2018,179,233,0,###############################################################################################################################################################################################################################################################,1537508220,2018-09-20 22:45:00,2018-09-21 05:37:00
20/09/2018,169,247,0,###############################################################################################################################################################################################################################################################,1537420800,2018-09-19 22:24:00,2018-09-20 05:20:00
19/09/2018,110,337,0,###############################################################################################################################################################################################################################################################,1537335360,2018-09-18 22:09:00,2018-09-19 05:36:00
18/09/2018,102,346,0,###############################################################################################################################################################################################################################################################,1537249380,2018-09-17 22:15:00,2018-09-18 05:43:00
17/09/2018,220,147,0,###############################################################################################################################################################################################################################################################,1537160100,2018-09-16 22:48:00,2018-09-17 04:55:00
16/09/2018,178,452,70,###############################################################################################################################################################################################################################################################,1537095240,2018-09-15 23:14:00,2018-09-16 10:54:00
15/09/2018,186,278,0,###############################################################################################################################################################################################################################################################,1536990900,2018-09-14 22:11:00,2018-09-15 05:55:00
14/09/2018,118,348,0,###############################################################################################################################################################################################################################################################,1536904500,2018-09-13 22:09:00,2018-09-14 05:55:00
13/09/2018,163,250,0,###############################################################################################################################################################################################################################################################,1536815940,2018-09-12 22:26:00,2018-09-13 05:19:00
12/9/2018,126,294,0,###############################################################################################################################################################################################################################################################,1536731400,2018-09-11 22:50:00,2018-09-12 05:50:00
11/9/2018,177,251,0,###############################################################################################################################################################################################################################################################,1536643800,2018-09-10 22:22:00,2018-09-11 05:30:00
10/9/2018,153,279,19,###############################################################################################################################################################################################################################################################,1536556860,2018-09-09 21:50:00,2018-09-10 05:21:00
9/9/2018,113,374,38,###############################################################################################################################################################################################################################################################,1536482940,2018-09-09 00:04:00,2018-09-09 08:49:00
8/9/2018,229,326,0,###############################################################################################################################################################################################################################################################,1536395160,2018-09-07 23:11:00,2018-09-08 08:26:00
7/9/2018,146,238,0,###############################################################################################################################################################################################################################################################,1536297540,2018-09-06 22:55:00,2018-09-07 05:19:00
6/9/2018,196,204,0,###############################################################################################################################################################################################################################################################,1536209400,2018-09-05 22:10:00,2018-09-06 04:50:00
5/9/2018,170,239,0,###############################################################################################################################################################################################################################################################,1536123420,2018-09-04 22:08:00,2018-09-05 04:57:00
4/9/2018,246,393,0,###############################################################################################################################################################################################################################################################,1536046380,2018-09-03 20:54:00,2018-09-04 07:33:00
3/9/2018,0,0,0,###############################################################################################################################################################################################################################################################,1535835600,2018-09-01 21:00:00,2018-09-01 21:00:00
2/9/2018,188,301,0,###############################################################################################################################################################################################################################################################,1535881560,2018-09-02 01:37:00,2018-09-02 09:46:00
1/9/2018,0,0,0,###############################################################################################################################################################################################################################################################,1535662800,2018-08-30 21:00:00,2018-08-30 21:00:00
31/08/2018,151,107,0,###############################################################################################################################################################################################################################################################,1535694660,2018-08-31 01:33:00,2018-08-31 05:51:00
30/08/2018,157,238,0,###############################################################################################################################################################################################################################################################,1535612760,2018-08-30 00:31:00,2018-08-30 07:06:00
29/08/2018,177,237,0,###############################################################################################################################################################################################################################################################,1535520180,2018-08-28 22:29:00,2018-08-29 05:23:00
28/08/2018,153,224,0,###############################################################################################################################################################################################################################################################,1535435580,2018-08-27 23:36:00,2018-08-28 05:53:00
27/08/2018,210,219,0,###############################################################################################################################################################################################################################################################,1535347680,2018-08-26 22:19:00,2018-08-27 05:28:00
26/08/2018,0,0,0,###############################################################################################################################################################################################################################################################,1535144400,2018-08-24 21:00:00,2018-08-24 21:00:00
25/08/2018,163,268,0,###############################################################################################################################################################################################################################################################,1535175240,2018-08-24 22:23:00,2018-08-25 05:34:00
24/08/2018,149,323,0,###############################################################################################################################################################################################################################################################,1535088600,2018-08-23 21:38:00,2018-08-24 05:30:00
23/08/2018,226,158,0,###############################################################################################################################################################################################################################################################,1534999740,2018-08-22 22:25:00,2018-08-23 04:49:00
22/08/2018,150,257,0,###############################################################################################################################################################################################################################################################,1534913700,2018-08-21 22:08:00,2018-08-22 04:55:00
21/08/2018,249,269,0,###############################################################################################################################################################################################################################################################,1534828080,2018-08-20 20:30:00,2018-08-21 05:08:00
20/08/2018,0,0,0,###############################################################################################################################################################################################################################################################,1534626000,2018-08-18 21:00:00,2018-08-18 21:00:00
19/08/2018,224,287,0,###############################################################################################################################################################################################################################################################,1534659840,2018-08-18 21:53:00,2018-08-19 06:24:00
18/08/2018,149,249,0,###############################################################################################################################################################################################################################################################,1534568280,2018-08-17 22:20:00,2018-08-18 04:58:00
17/08/2018,212,190,0,###############################################################################################################################################################################################################################################################,1534484100,2018-08-16 22:53:00,2018-08-17 05:35:00
16/08/2018,114,263,0,###############################################################################################################################################################################################################################################################,1534396200,2018-08-15 22:53:00,2018-08-16 05:10:00
15/08/2018,191,203,0,###############################################################################################################################################################################################################################################################,1534309680,2018-08-14 22:34:00,2018-08-15 05:08:00
14/08/2018,197,242,0,###############################################################################################################################################################################################################################################################,1534223820,2018-08-13 21:58:00,2018-08-14 05:17:00
13/08/2018,205,163,0,###############################################################################################################################################################################################################################################################,1534137300,2018-08-12 23:07:00,2018-08-13 05:15:00
12/8/2018,122,104,3,###############################################################################################################################################################################################################################################################,1534047780,2018-08-12 00:34:00,2018-08-12 04:23:00
11/8/2018,222,278,0,###############################################################################################################################################################################################################################################################,1533977880,2018-08-11 00:38:00,2018-08-11 08:58:00
10/8/2018,138,318,0,###############################################################################################################################################################################################################################################################,1533882780,2018-08-09 22:57:00,2018-08-10 06:33:00
9/8/2018,220,274,0,###############################################################################################################################################################################################################################################################,1533791220,2018-08-08 20:53:00,2018-08-09 05:07:00
8/8/2018,130,341,0,###############################################################################################################################################################################################################################################################,1533705180,2018-08-07 21:22:00,2018-08-08 05:13:00
7/8/2018,193,275,0,###############################################################################################################################################################################################################################################################,1533618840,2018-08-06 21:26:00,2018-08-07 05:14:00
6/8/2018,146,192,0,###############################################################################################################################################################################################################################################################,1533525900,2018-08-05 21:47:00,2018-08-06 03:25:00
5/8/2018,189,272,0,###############################################################################################################################################################################################################################################################,1533450360,2018-08-04 22:45:00,2018-08-05 06:26:00
4/8/2018,87,320,0,###############################################################################################################################################################################################################################################################,1533362820,2018-08-03 23:20:00,2018-08-04 06:07:00
3/8/2018,139,239,0,###############################################################################################################################################################################################################################################################,1533272400,2018-08-02 22:42:00,2018-08-03 05:00:00
2/8/2018,230,259,0,###############################################################################################################################################################################################################################################################,1533185820,2018-08-01 20:48:00,2018-08-02 04:57:00
1/8/2018,196,246,0,###############################################################################################################################################################################################################################################################,1533100800,2018-07-31 21:58:00,2018-08-01 05:20:00
31/07/2018,218,187,0,###############################################################################################################################################################################################################################################################,1533015000,2018-07-30 22:45:00,2018-07-31 05:30:00
30/07/2018,140,291,0,###############################################################################################################################################################################################################################################################,1532930640,2018-07-29 22:53:00,2018-07-30 06:04:00
29/07/2018,146,430,9,###############################################################################################################################################################################################################################################################,1532850420,2018-07-28 22:02:00,2018-07-29 07:47:00
28/07/2018,202,286,0,###############################################################################################################################################################################################################################################################,1532758680,2018-07-27 22:10:00,2018-07-28 06:18:00
27/07/2018,161,288,0,###############################################################################################################################################################################################################################################################,1532669820,2018-07-26 22:08:00,2018-07-27 05:37:00
26/07/2018,119,368,0,###############################################################################################################################################################################################################################################################,1532585940,2018-07-25 22:12:00,2018-07-26 06:19:00
25/07/2018,137,156,44,###############################################################################################################################################################################################################################################################,1532503800,2018-07-25 01:53:00,2018-07-25 07:30:00
24/07/2018,135,309,0,###############################################################################################################################################################################################################################################################,1532409240,2018-07-23 21:50:00,2018-07-24 05:14:00
23/07/2018,90,309,0,###############################################################################################################################################################################################################################################################,1532325240,2018-07-22 23:15:00,2018-07-23 05:54:00
22/07/2018,112,309,0,###############################################################################################################################################################################################################################################################,1532238600,2018-07-21 22:49:00,2018-07-22 05:50:00
21/07/2018,185,421,0,###############################################################################################################################################################################################################################################################,1532160180,2018-07-20 21:57:00,2018-07-21 08:03:00
20/07/2018,100,316,0,###############################################################################################################################################################################################################################################################,1532067360,2018-07-19 23:20:00,2018-07-20 06:16:00
19/07/2018,114,338,0,###############################################################################################################################################################################################################################################################,1531980720,2018-07-18 22:40:00,2018-07-19 06:12:00
18/07/2018,193,242,0,###############################################################################################################################################################################################################################################################,1531894680,2018-07-17 23:03:00,2018-07-18 06:18:00
17/07/2018,187,354,0,###############################################################################################################################################################################################################################################################,1531808940,2018-07-16 21:28:00,2018-07-17 06:29:00
16/07/2018,171,285,0,###############################################################################################################################################################################################################################################################,1531722060,2018-07-15 22:45:00,2018-07-16 06:21:00
15/07/2018,180,353,0,###############################################################################################################################################################################################################################################################,1531638720,2018-07-14 22:19:00,2018-07-15 07:12:00
14/07/2018,139,348,0,###############################################################################################################################################################################################################################################################,1531553820,2018-07-13 23:30:00,2018-07-14 07:37:00
13/07/2018,159,343,0,###############################################################################################################################################################################################################################################################,1531463160,2018-07-12 22:04:00,2018-07-13 06:26:00
12/7/2018,94,310,0,###############################################################################################################################################################################################################################################################,1531372920,2018-07-11 22:38:00,2018-07-12 05:22:00
11/7/2018,125,400,0,###############################################################################################################################################################################################################################################################,1531291020,2018-07-10 21:52:00,2018-07-11 06:37:00
10/7/2018,121,320,0,###############################################################################################################################################################################################################################################################,1531200000,2018-07-09 21:59:00,2018-07-10 05:20:00
9/7/2018,108,194,0,###############################################################################################################################################################################################################################################################,1531112460,2018-07-08 23:59:00,2018-07-09 05:01:00
8/7/2018,142,376,0,###############################################################################################################################################################################################################################################################,1531036620,2018-07-07 23:19:00,2018-07-08 07:57:00
7/7/2018,164,246,0,###############################################################################################################################################################################################################################################################,1530940980,2018-07-06 22:33:00,2018-07-07 05:23:00
6/7/2018,150,336,0,###############################################################################################################################################################################################################################################################,1530856620,2018-07-05 21:51:00,2018-07-06 05:57:00
5/7/2018,127,315,0,###############################################################################################################################################################################################################################################################,1530769080,2018-07-04 22:16:00,2018-07-05 05:38:00
4/7/2018,143,343,0,###############################################################################################################################################################################################################################################################,1530686400,2018-07-03 22:34:00,2018-07-04 06:40:00
3/7/2018,138,376,0,###############################################################################################################################################################################################################################################################,1530598200,2018-07-02 21:36:00,2018-07-03 06:10:00
2/7/2018,55,284,0,###############################################################################################################################################################################################################################################################,1530507840,2018-07-01 23:25:00,2018-07-02 05:04:00
1/7/2018,48,347,47,###############################################################################################################################################################################################################################################################,1530435000,2018-07-01 01:28:00,2018-07-01 08:50:00
30/06/2018,263,369,0,###############################################################################################################################################################################################################################################################,1530353100,2018-06-29 23:33:00,2018-06-30 10:05:00
29/06/2018,193,254,0,###############################################################################################################################################################################################################################################################,1530253560,2018-06-28 22:59:00,2018-06-29 06:26:00
28/06/2018,178,260,0,###############################################################################################################################################################################################################################################################,1530161340,2018-06-27 21:31:00,2018-06-28 04:49:00
27/06/2018,110,341,0,###############################################################################################################################################################################################################################################################,1530076380,2018-06-26 21:42:00,2018-06-27 05:13:00
26/06/2018,0,0,0,###############################################################################################################################################################################################################################################################,1529874000,2018-06-24 21:00:00,2018-06-24 21:00:00
25/06/2018,268,288,0,###############################################################################################################################################################################################################################################################,1529908200,2018-06-24 21:14:00,2018-06-25 06:30:00
24/06/2018,111,224,0,###############################################################################################################################################################################################################################################################,1529809380,2018-06-23 21:28:00,2018-06-24 03:03:00
23/06/2018,115,325,0,###############################################################################################################################################################################################################################################################,1529733360,2018-06-22 22:36:00,2018-06-23 05:56:00
22/06/2018,142,285,0,###############################################################################################################################################################################################################################################################,1529644380,2018-06-21 22:06:00,2018-06-22 05:13:00
21/06/2018,106,310,0,###############################################################################################################################################################################################################################################################,1529559540,2018-06-20 22:43:00,2018-06-21 05:39:00
20/06/2018,115,261,0,###############################################################################################################################################################################################################################################################,1529471400,2018-06-19 22:54:00,2018-06-20 05:10:00
19/06/2018,147,275,0,###############################################################################################################################################################################################################################################################,1529384700,2018-06-18 22:03:00,2018-06-19 05:05:00
18/06/2018,52,366,0,###############################################################################################################################################################################################################################################################,1529300400,2018-06-17 22:42:00,2018-06-18 05:40:00
17/06/2018,216,323,0,###############################################################################################################################################################################################################################################################,1529225040,2018-06-16 23:45:00,2018-06-17 08:44:00
16/06/2018,68,408,0,###############################################################################################################################################################################################################################################################,1529135460,2018-06-15 23:55:00,2018-06-16 07:51:00
15/06/2018,102,344,0,###############################################################################################################################################################################################################################################################,1529042040,2018-06-14 22:28:00,2018-06-15 05:54:00
